,,,,,,
1870,29.466,0,99.688,99.688,99.532,99.532
1880,28.571,0,99.55,99.55,99.314,99.314
1890,27.004,0,99.619,99.619,99.372,99.372
1900,27.368,0,99.453,99.453,99.118,99.118
1910,26.644,0,99.223,99.223,98.8,98.798
1920,28.006,0,99.209,99.205,98.66,98.646
1930,27.32,0.0045758,98.534,98.509,97.827,97.789
1940,26.929,0.070797,97.515,97.467,96.632,96.582
1950,28.38,0.12118,97.51,97.472,96.563,96.511
1951,27.865,0.13604,97.002,96.969,95.839,95.785
1952,27.624,0.1476,96.048,95.994,94.624,94.558
1953,27.873,0.13667,96.085,95.985,94.798,94.708
1954,28.309,0.11278,96.59,96.481,95.585,95.487
1955,28.185,0.10277,97.312,97.235,96.555,96.476
1956,27.797,0.11445,97.91,97.881,97.218,97.163
1957,27.359,0.12995,97.558,97.554,96.533,96.469
1958,26.993,0.12488,97.451,97.451,96.129,96.066
1959,26.695,0.10145,98.007,98.007,96.614,96.562
1960,26.563,0.089022,97.818,97.811,96.347,96.308
1961,26.45,0.079462,97.336,97.284,95.727,95.698
1962,26.611,0.042027,97.744,97.639,96.229,96.189
1963,27.027,0,98.387,98.312,97.276,97.225
1964,27.162,0,98.524,98.49,97.641,97.589
1965,26.937,0,98.015,97.97,97.075,97.023
1966,26.81,0,97.155,97.064,96.085,96.029
1967,26.879,0,96.925,96.775,95.955,95.875
1968,26.761,0,97.545,97.38,96.869,96.742
1969,26.503,0,98.306,98.148,97.845,97.692
1970,26.691,0.006218,98.79,98.638,98.432,98.278
1971,27.339,0.035063,99.143,99.014,98.89,98.749
1972,27.834,0.054917,99.29,99.197,99.12,99.003
1973,27.572,0.060807,99.06,98.981,98.854,98.763
1974,26.921,0.054246,98.868,98.804,98.663,98.596
1975,26.706,0.048591,99.085,99.033,98.949,98.895
1976,27.202,0.061189,99.353,99.315,99.261,99.211
1977,27.789,0.090192,99.488,99.474,99.352,99.314
1978,27.778,0.11493,99.645,99.643,99.5,99.487
1979,27.21,0.13047,99.699,99.699,99.625,99.635
1980,26.44,0.13333,99.598,99.598,99.519,99.542
1981,25.869,0.13423,99.419,99.419,99.271,99.283
1982,25.629,0.13597,98.603,98.603,98.36,98.364
1983,25.757,0.15639,96.661,96.66,96.181,96.194
1984,26.206,0.17678,95.426,95.414,94.631,94.654
1985,26.682,0.19589,97.128,97.105,96.421,96.434
1986,27.156,0.21507,97.676,97.66,97.073,97.071
1987,27.646,0.25151,94.205,94.178,93.372,93.35
1988,28.061,0.27346,89.686,89.64,88.434,88.414
1989,27.971,0.27681,89.512,89.487,88.121,88.155
1990,27.502,0.26864,90.837,90.824,89.481,89.521
1991,27.299,0.2784,90.705,90.633,89.341,89.325
1992,27.557,0.29011,89.714,89.528,88.213,88.117
1993,28.021,0.29919,89.479,89.245,87.938,87.801
1994,28.357,0.3115,90.28,90.072,88.913,88.773
1995,28.475,0.35417,90.642,90.47,89.497,89.278
1996,28.453,0.40839,89.848,89.688,88.692,88.336
1997,28.548,0.44974,89.913,89.749,88.843,88.388
1998,28.769,0.46658,91.166,91.015,90.553,90.093
1999,28.872,0.48779,92.041,91.946,92.045,91.624
2000,28.846,0.5222,91.111,91.037,91.357,90.962
2001,28.759,0.56563,89.119,89.006,89.516,89.167
2002,28.583,0.58878,86.011,85.805,86.745,86.472
