,,,,,,
1870,29.466,0,99.654,99.654,99.532,99.532
1880,28.571,0,99.502,99.502,99.31,99.31
1890,27.004,0,99.592,99.592,99.349,99.347
1900,27.368,0,99.429,99.429,99.08,99.068
1910,26.644,0,99.147,99.147,98.769,98.746
1920,28.006,0,99.084,99.077,98.589,98.567
1930,27.32,0.0045758,98.405,98.353,97.689,97.626
1940,26.929,0.070797,97.37,97.263,96.441,96.339
1950,28.38,0.12118,97.354,97.264,96.337,96.31
1951,27.865,0.13604,96.815,96.744,95.475,95.496
1952,27.624,0.1476,95.815,95.726,94.109,94.081
1953,27.873,0.13667,95.806,95.704,94.356,94.245
1954,28.309,0.11278,96.315,96.215,95.279,95.134
1955,28.185,0.10277,97.093,97.014,96.356,96.24
1956,27.797,0.11445,97.695,97.637,97.087,97.015
1957,27.359,0.12995,97.282,97.204,96.372,96.291
1958,26.993,0.12488,97.197,97.097,95.904,95.803
1959,26.695,0.10145,97.787,97.685,96.372,96.272
1960,26.563,0.089022,97.562,97.468,96.125,96.044
1961,26.45,0.079462,96.98,96.89,95.515,95.449
1962,26.611,0.042027,97.331,97.245,96.006,95.929
1963,27.027,0,98.025,97.984,97.03,96.964
1964,27.162,0,98.212,98.19,97.378,97.299
1965,26.937,0,97.684,97.632,96.772,96.688
1966,26.81,0,96.747,96.661,95.722,95.67
1967,26.879,0,96.5,96.412,95.617,95.599
1968,26.761,0,97.195,97.129,96.641,96.625
1969,26.503,0,98.051,97.997,97.681,97.644
1970,26.691,0.006218,98.583,98.532,98.295,98.243
1971,27.339,0.035063,98.98,98.935,98.799,98.734
1972,27.834,0.054917,99.21,99.14,99.071,98.998
1973,27.572,0.060807,99.038,98.9,98.786,98.736
1974,26.921,0.054246,98.854,98.691,98.55,98.534
1975,26.706,0.048591,99.058,98.906,98.823,98.821
1976,27.202,0.061189,99.309,99.197,99.144,99.144
1977,27.789,0.090192,99.402,99.359,99.261,99.261
1978,27.778,0.11493,99.548,99.543,99.414,99.414
1979,27.21,0.13047,99.643,99.643,99.506,99.506
1980,26.44,0.13333,99.555,99.555,99.344,99.344
1981,25.869,0.13423,99.367,99.367,99.096,99.096
1982,25.629,0.13597,98.528,98.528,98.2,98.2
1983,25.757,0.15639,96.504,96.504,95.959,95.959
1984,26.206,0.17678,95.167,95.167,94.309,94.309
1985,26.682,0.19589,96.863,96.863,96.122,96.122
1986,27.156,0.21507,97.428,97.422,96.761,96.757
1987,27.646,0.25151,93.834,93.796,92.906,92.881
1988,28.061,0.27346,89.114,89.045,87.8,87.754
1989,27.971,0.27681,88.93,88.892,87.441,87.416
1990,27.502,0.26864,90.315,90.299,88.785,88.776
1991,27.299,0.2784,90.178,90.096,88.599,88.56
1992,27.557,0.29011,89.116,88.921,87.319,87.233
1993,28.021,0.29919,88.817,88.608,86.836,86.741
1994,28.357,0.3115,89.619,89.458,87.758,87.616
1995,28.475,0.35417,90.015,89.881,88.411,88.153
1996,28.453,0.40839,89.212,89.069,87.6,87.235
1997,28.548,0.44974,89.308,89.154,87.79,87.397
1998,28.769,0.46658,90.679,90.523,89.654,89.289
1999,28.872,0.48779,91.744,91.584,91.409,91.068
2000,28.846,0.5222,90.891,90.711,90.864,90.525
2001,28.759,0.56563,88.817,88.611,89.013,88.674
2002,28.583,0.58878,85.458,85.245,86.158,85.807
2003,28.414,0.5912,85.258,84.995,86.392,86.032
2004,28.389,0.59823,87.201,86.866,88.317,87.957
2005,28.506,0.62661,86.228,85.853,87.716,87.318
