,,,,,,
1870,29.466,0,99.203,99.671,99.065,99.532
1880,28.571,0,99.058,99.526,98.843,99.31
1890,27.004,0,99.137,99.605,98.879,99.347
1900,27.368,0,98.969,99.437,98.602,99.07
1910,26.644,0,98.719,99.187,98.293,98.759
1920,28.006,0,98.704,99.168,98.148,98.596
1930,27.32,0.0045758,98.039,98.482,97.284,97.678
1940,26.929,0.070797,97.02,97.442,96.063,96.425
1950,28.38,0.12118,97.017,97.458,95.988,96.404
1951,27.865,0.13604,96.509,96.957,95.23,95.685
1952,27.624,0.1476,95.568,95.984,93.998,94.422
1953,27.873,0.13667,95.615,95.995,94.216,94.571
1954,28.309,0.11278,96.123,96.492,95.062,95.385
1955,28.185,0.10277,96.843,97.233,96.068,96.421
1956,27.797,0.11445,97.43,97.856,96.72,97.132
1957,27.359,0.12995,97.065,97.506,95.991,96.429
1958,26.993,0.12488,96.953,97.408,95.563,96.018
1959,26.695,0.10145,97.472,97.937,96.057,96.522
1960,26.563,0.089022,97.222,97.682,95.813,96.277
1961,26.45,0.079462,96.691,97.107,95.2,95.642
1962,26.611,0.042027,97.075,97.437,95.668,96.085
1963,27.027,0,97.738,98.131,96.658,97.071
1964,27.162,0,97.897,98.327,97.007,97.394
1965,26.937,0,97.39,97.789,96.435,96.79
1966,26.81,0,96.523,96.867,95.431,95.768
1967,26.879,0,96.308,96.637,95.34,95.662
1968,26.761,0,96.984,97.333,96.344,96.63
1969,26.503,0,97.781,98.142,97.37,97.633
1970,26.691,0.006218,98.271,98.638,97.965,98.228
1971,27.339,0.035063,98.625,99.014,98.421,98.709
1972,27.834,0.054917,98.785,99.197,98.636,98.973
1973,27.572,0.060807,98.578,98.981,98.336,98.711
1974,26.921,0.054246,98.399,98.804,98.12,98.521
1975,26.706,0.048591,98.617,99.033,98.406,98.821
1976,27.202,0.061189,98.883,99.313,98.727,99.157
1977,27.789,0.090192,99.008,99.461,98.831,99.284
1978,27.778,0.11493,99.154,99.62,98.962,99.428
1979,27.21,0.13047,99.218,99.686,99.053,99.521
1980,26.44,0.13333,99.129,99.596,98.901,99.369
1981,25.869,0.13423,98.952,99.419,98.653,99.121
1982,25.629,0.13597,98.13,98.6,97.773,98.24
1983,25.757,0.15639,96.154,96.633,95.608,96.076
1984,26.206,0.17678,94.875,95.353,94.059,94.527
1985,26.682,0.19589,96.583,97.04,95.844,96.314
1986,27.156,0.21507,97.131,97.588,96.455,96.931
1987,27.646,0.25151,93.59,94.058,92.668,93.135
1988,28.061,0.27346,88.967,89.449,87.709,88.155
1989,27.971,0.27681,88.744,89.247,87.48,87.947
